name,version,downloads,updated_at,repository,description
html5ever,0.39.0,49869288,2026-03-13,https://github.com/servo/html5ever,High-performance browser-grade HTML5 parser
slog,2.8.2,49849710,2025-10-11,https://github.com/slog-rs/slog,"Structured, extensible, composable logging for Rust"
salsa20,0.10.2,49798516,2026-02-06,https://github.com/RustCrypto/stream-ciphers,Pure Rust implementation of the Salsa20 stream cipher
cadence,1.7.0,49794179,2026-02-08,https://github.com/56quarters/cadence,An extensible Statsd client for Rust
typed-builder-macro,0.23.2,49708748,2025-11-19,https://github.com/idanarye/rust-typed-builder,Compile-time type-checked builder derive
bit_field,0.10.3,49632144,2025-08-26,https://github.com/phil-opp/rust-bit-field,"Simple bit field trait providing get_bit, get_bits, set_bit, and set_bits methods for Rust's integral types."
chacha20poly1305,0.10.1,49559242,2026-02-02,https://github.com/RustCrypto/AEADs,Pure Rust implementation of the ChaCha20Poly1305 Authenticated Encryption with Additional Data Cipher (RFC 8439) with optional architecture-specific hardware acceleration. Also contains implementation
generator,0.8.8,49401677,2025-12-17,https://github.com/Xudong-Huang/generator-rs.git,Stackfull Generator Library in Rust
hex-literal,1.1.0,49226823,2026-02-06,https://github.com/RustCrypto/utils,A macro for converting hexadecimal string literals to a byte array at compile time
cbc,0.1.2,49061709,2026-02-27,https://github.com/RustCrypto/block-modes,Cipher Block Chaining (CBC) block cipher mode of operation
vte,0.15.0,49039597,2025-02-02,https://github.com/alacritty/vte,Parser for implementing terminal emulators
miow,0.6.1,48444951,2025-09-10,https://github.com/yoshuawuyts/miow,"A zero overhead I/O library for Windows, focusing on IOCP and async I/O abstractions."
utf8-width,0.1.8,48302448,2025-11-23,https://github.com/magiclen/utf8-width,To determine the width of a UTF-8 character by providing its first byte.
json5,1.3.1,48164163,2026-02-07,https://github.com/callum-oakley/json5-rs,A Rust JSON5 serializer and deserializer which speaks Serde.
parquet,58.1.0,48070865,2026-03-24,https://github.com/apache/arrow-rs,Apache Parquet implementation in Rust
k256,0.13.4,47791600,2026-03-10,https://github.com/RustCrypto/elliptic-curves,"secp256k1 elliptic curve library written in pure Rust with support for ECDSA signing/verification/public-key recovery, Taproot Schnorr signatures (BIP340), Elliptic Curve Diffie-Hellman (ECDH), and ge"
ascii-canvas,4.0.0,47729358,2024-09-30,https://github.com/lalrpop/ascii-canvas,simple canvas for drawing lines and styled text and emitting to the terminal
jiff-static,0.2.23,47367884,2026-03-03,https://github.com/BurntSushi/jiff,Create static TimeZone values for Jiff (useful in core-only environments).
directories,6.0.0,47309593,2025-01-12,https://github.com/soc/directories-rs,"A tiny mid-level library that provides platform-specific standard locations of directories for config, cache and other data on Linux, Windows and macOS by leveraging the mechanisms defined by the XDG "
secp256k1,0.31.1,47171933,2025-10-30,https://github.com/rust-bitcoin/rust-secp256k1/,Rust wrapper library for Pieter Wuille's `libsecp256k1`. Implements ECDSA and BIP 340 signatures for the SECG elliptic curve group secp256k1 and related utilities.
scroll_derive,0.13.1,47087130,2025-09-06,https://github.com/m4b/scroll,A macros 1.1 derive implementation for Pread and Pwrite traits from the scroll crate
arrow,58.1.0,46946099,2026-03-24,https://github.com/apache/arrow-rs,Rust implementation of Apache Arrow
auto_impl,1.3.0,46935329,2025-04-09,https://github.com/auto-impl-rs/auto_impl/,Automatically implement traits for common smart pointers and closures
k8s-openapi,0.27.1,46615979,2026-03-05,https://github.com/Arnavion/k8s-openapi,Bindings for the Kubernetes client API
zune-jpeg,0.5.15,46587800,2026-03-26,https://github.com/etemesi254/zune-image/tree/dev/crates/zune-jpeg,"A fast, correct and safe jpeg decoder"
prost-reflect,0.16.3,46587525,2025-12-01,https://github.com/andrewhickman/prost-reflect,A protobuf library extending prost with reflection support and dynamic messages.
arrow-arith,58.1.0,45995972,2026-03-24,https://github.com/apache/arrow-rs,Arrow arithmetic kernels
arrow-ord,58.1.0,45959956,2026-03-24,https://github.com/apache/arrow-rs,Ordering kernels for arrow arrays
wiremock,0.6.5,45943307,2025-08-24,https://github.com/LukeMathWalker/wiremock-rs,HTTP mocking to test Rust applications.
color-eyre,0.6.5,45737540,2025-05-30,https://github.com/eyre-rs/eyre,"An error report handler for panics and eyre::Reports for colorful, consistent, and well formatted error reports for all kinds of errors."
arrow-string,58.1.0,45732512,2026-03-24,https://github.com/apache/arrow-rs,String kernels for arrow arrays
embedded-io,0.7.1,45708525,2025-10-01,https://github.com/rust-embedded/embedded-hal,Embedded IO traits
rand_isaac,0.5.0,45599260,2026-02-02,https://github.com/rust-random/rngs,ISAAC random number generator
tonic-health,0.14.5,45526385,2026-02-19,https://github.com/hyperium/tonic,Health Checking module of `tonic` gRPC implementation.
arrow-row,58.1.0,45525012,2026-03-24,https://github.com/apache/arrow-rs,Arrow row format
ipconfig,0.3.4,45304767,2026-03-24,https://github.com/liranringel/ipconfig,Get network adapters information and network configuration for windows.
miette,7.6.0,45161496,2025-04-27,https://github.com/zkat/miette,Fancy diagnostic reporting library and protocol for us mere mortals who aren't compiler hackers.
kube,3.1.0,45110343,2026-03-17,https://github.com/kube-rs/kube,Kubernetes client and async controller runtime
if_chain,1.0.3,45100917,2025-08-29,https://github.com/lambda-fairy/if_chain,Macro for writing nested `if let` expressions.
miette-derive,7.6.0,45076540,2025-04-27,https://github.com/zkat/miette,Derive macros for miette. Like `thiserror` for Diagnostics.
symbolic-common,12.17.3,44977524,2026-03-23,https://github.com/getsentry/symbolic,"Common types and utilities for symbolic, a library to symbolicate and process stack traces from native applications, minidumps or minified JavaScript."
validator,0.20.0,44840692,2025-01-20,https://github.com/Keats/validator,"Common validation functions (email, url, length, ...) and trait - to be used with `validator_derive`"
zvariant,5.10.0,44820163,2026-02-22,https://github.com/z-galaxy/zbus/,D-Bus & GVariant encoding & decoding
zvariant_derive,5.10.0,44804957,2026-02-22,https://github.com/z-galaxy/zbus/,D-Bus & GVariant encoding & decoding
portable-atomic-util,0.2.6,44774480,2026-03-14,https://github.com/taiki-e/portable-atomic-util,Synchronization primitives built with portable-atomic.
version-compare,0.2.1,44761061,2025-10-31,https://gitlab.com/timvisee/version-compare,"Rust library to easily compare version numbers with no specific format, and test against various comparison operators."
wasip2,1.0.2+wasi-0.2.9,44740003,2026-01-15,https://github.com/bytecodealliance/wasi-rs,WASIp2 API bindings for Rust
zbus_macros,5.14.0,44688357,2026-02-22,https://github.com/z-galaxy/zbus/,proc-macros for zbus
zune-core,0.5.1,44647909,2026-01-15,https://github.com/etemesi254/zune-image,Core utilities for image processing in the zune family of crates
zbus,5.14.0,44643178,2026-02-22,https://github.com/z-galaxy/zbus/,API for D-Bus communication
objc2,0.6.4,44601680,2026-02-26,https://github.com/madsmtm/objc2,Objective-C interface and runtime bindings
secp256k1-sys,0.13.0,44557566,2026-01-28,https://github.com/rust-bitcoin/rust-secp256k1/,FFI for Pieter Wuille's `libsecp256k1` library.
fsevent-sys,5.2.0,44533650,2025-11-17,https://github.com/octplane/fsevent-rust/tree/master/fsevent-sys,Rust bindings to the fsevent macOS API for file changes notifications
tendril,0.5.0,44472689,2026-01-09,https://github.com/servo/html5ever,Compact buffer/string type for zero-copy parsing
p384,0.13.1,44432861,2026-03-10,https://github.com/RustCrypto/elliptic-curves,"Pure Rust implementation of the NIST P-384 (a.k.a. secp384r1) elliptic curve as defined in SP 800-186 with support for ECDH, ECDSA signing/verification, and general purpose curve arithmetic support."
symbolic-demangle,12.17.3,44388089,2026-03-23,https://github.com/getsentry/symbolic,A library to demangle symbols from various languages and compilers.
kube-core,3.1.0,44365607,2026-03-17,https://github.com/kube-rs/kube,"Kube shared types, traits and client-less behavior"
wide,1.2.0,44126624,2026-03-14,https://github.com/Lokathor/wide,A crate to help you go wide.
wasite,1.0.2,44044295,2026-01-08,https://github.com/ardaku/wasite,WASI Terminal Environment API
kube-client,3.1.0,44041005,2026-03-17,https://github.com/kube-rs/kube,Kubernetes client
rand_jitter,0.6.0,43820338,2026-02-02,https://github.com/rust-random/rngs,Random number generator based on timing jitter
critical-section,1.2.0,43739587,2024-10-16,https://github.com/rust-embedded/critical-section,Cross-platform critical section
x25519-dalek,2.0.1,43680058,2026-02-04,https://github.com/dalek-cryptography/curve25519-dalek/tree/main/x25519-dalek,"X25519 elliptic curve Diffie-Hellman key exchange in pure-Rust, using curve25519-dalek."
safe_arch,1.0.0,43654676,2025-12-01,https://github.com/Lokathor/safe_arch,Crate that exposes `core::arch` safely via `#[cfg()]`.
goblin,0.10.5,43511197,2026-02-12,https://github.com/m4b/goblin,"An impish, cross-platform, ELF, Mach-o, and PE binary parsing and loading crate"
tikv-jemalloc-ctl,0.6.1,43401898,2025-10-16,https://github.com/tikv/jemallocator,A safe wrapper over jemalloc's control and introspection APIs
wayland-sys,0.31.10,43157435,2026-03-05,https://github.com/smithay/wayland-rs,FFI bindings to the various libwayland-*.so libraries. You should only need this crate if you are working on custom wayland protocol extensions. Look at the crate wayland-client for usable bindings.
tonic-reflection,0.14.5,43140426,2026-02-19,https://github.com/hyperium/tonic,Server Reflection module of `tonic` gRPC implementation.
getset,0.1.6,42900288,2025-06-17,https://github.com/jbaublitz/getset,"Getset, we're ready to go!  A procedural macro for generating the most basic getters and setters on fields."
blake2b_simd,1.0.4,42873702,2026-01-10,https://github.com/oconnor663/blake2_simd,a pure Rust BLAKE2b implementation with dynamic SIMD
wayland-protocols,0.32.11,42768671,2026-03-05,https://github.com/smithay/wayland-rs,Generated API for the officials wayland protocol extensions
rocksdb,0.24.0,42466283,2025-08-10,https://github.com/rust-rocksdb/rust-rocksdb,Rust wrapper for Facebook's RocksDB embeddable database
librocksdb-sys,6.20.3,42447619,2025-08-10,https://github.com/rust-rocksdb/rust-rocksdb,Native bindings to librocksdb
os_info,3.14.0,42355207,2025-12-14,https://github.com/stanislav-tkach/os_info,Detect the operating system type and version.
postgres-protocol,0.6.10,42323518,2026-01-14,https://github.com/rust-postgres/rust-postgres,Low level Postgres protocol APIs
exr,1.74.0,42144228,2025-11-11,https://github.com/johannesvollmer/exrs,Read and write OpenEXR files without any unsafe code
primitive-types,0.14.0,42123460,2025-09-19,https://github.com/paritytech/parity-common,Primitive types shared by Ethereum and Substrate
simple_logger,5.2.0,42093093,2026-02-18,https://github.com/borntyping/rust-simple_logger,A logger that prints all messages with a readable output format
hickory-proto,0.25.2,41946782,2026-03-12,https://github.com/hickory-dns/hickory-dns,hickory-proto is a safe and secure low-level DNS library. This is the foundational DNS protocol library used by the other higher-level Hickory DNS crates.
byte-slice-cast,1.2.3,41934536,2025-03-03,https://github.com/sdroege/bytes-num-slice-cast,Safely cast bytes slices from/to slices of built-in fundamental numeric types
publicsuffix,2.3.0,41812628,2024-11-14,https://github.com/rushmorem/publicsuffix,Extract root domain and suffix from a domain name
validator_derive,0.20.0,41729856,2025-01-20,https://github.com/Keats/validator,Macros 1.1 implementation of #[derive(Validate)]
arrow-json,58.1.0,41574729,2026-03-24,https://github.com/apache/arrow-rs,Support for parsing JSON format to and from the Arrow format
logos,0.16.1,41553987,2026-01-30,https://github.com/maciejhirsz/logos,Create ridiculously fast Lexers
logos-derive,0.16.1,41542950,2026-01-30,https://github.com/maciejhirsz/logos,Create ridiculously fast Lexers
postgres-types,0.2.12,41533866,2026-01-14,https://github.com/rust-postgres/rust-postgres,Conversions between Rust and Postgres values
zbus_names,4.3.1,41414592,2026-01-09,https://github.com/z-galaxy/zbus/,A collection of D-Bus bus names types
arrow-csv,58.1.0,41269145,2026-03-24,https://github.com/apache/arrow-rs,Support for parsing CSV format to and from the Arrow format
parity-scale-codec,3.7.5,41224220,2025-05-20,https://github.com/paritytech/parity-scale-codec,SCALE - Simple Concatenating Aggregated Little Endians
enum-ordinalize-derive,4.3.2,41033160,2025-10-28,https://github.com/magiclen/enum-ordinalize,This crate provides a procedural macro that enables enums to not only obtain the ordinal values of their variants but also allows for the construction of enums from an ordinal value.
deunicode,1.6.2,40891095,2025-04-27,https://github.com/kornelski/deunicode/,Convert Unicode strings to pure ASCII by intelligently transliterating them. Suppors Emoji and Chinese.
curl-sys,0.4.86+curl-8.19.0,40857976,2026-03-17,https://github.com/alexcrichton/curl-rust,Native bindings to the libcurl library
trybuild,1.0.116,40825502,2026-02-12,https://github.com/dtolnay/trybuild,Test harness for ui tests of compiler diagnostics
lebe,0.5.3,40810441,2025-09-06,https://github.com/johannesvollmer/lebe,"Tiny, dead simple, high performance endianness conversions with a generic API"
system-deps,7.0.7,40755860,2025-10-31,https://github.com/gdesmott/system-deps,Discover and configure system dependencies from declarative dependencies in Cargo.toml
aligned-vec,0.6.4,40559966,2025-03-15,https://github.com/sarah-ek/aligned-vec/,Aligned vector and box containers
hickory-resolver,0.25.2,40523352,2026-03-12,https://github.com/hickory-dns/hickory-dns,hickory-resolver is a safe and secure DNS stub resolver library intended to be a high-level library for DNS record resolution.
enum-iterator-derive,1.5.0,40488044,2025-09-08,https://github.com/stephaneyfx/enum-iterator.git,Procedural macro to derive Sequence
tracing-error,0.2.1,40350611,2024-11-29,https://github.com/tokio-rs/tracing,Utilities for enriching errors with `tracing`.
enum-iterator,2.3.0,40292061,2025-09-08,https://github.com/stephaneyfx/enum-iterator.git,Tools to iterate over all values of a type (e.g. all variants of an enumeration)
cookie_store,0.22.1,40164904,2026-02-16,https://github.com/pfernie/cookie_store,Implementation of Cookie storage and retrieval
